"K","Sb","U:0","U:1","U:2","Ua:0","Ua:1","Ua:2","Ub:0","Ub:1","Ub:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.1746e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.594,0.025,0.594,0.05
2.168e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.597,0.025,0.597,0.05
2.1614e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.6,0.025,0.6,0.05
2.1579e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.603,0.025,0.603,0.05
2.1545e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.606,0.025,0.606,0.05
2.151e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.609,0.025,0.609,0.05
2.1475e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.612,0.025,0.612,0.05
2.1441e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.615,0.025,0.615,0.05
2.1406e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.618,0.025,0.618,0.05
2.1372e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.621,0.025,0.621,0.05
2.1337e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.624,0.025,0.624,0.05
2.1303e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.627,0.025,0.627,0.05
2.1268e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.63,0.025,0.63,0.05
2.1234e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.633,0.025,0.633,0.05
2.1199e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.636,0.025,0.636,0.05
2.1165e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.639,0.025,0.639,0.05
2.113e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.642,0.025,0.642,0.05
2.1096e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.645,0.025,0.645,0.05
2.1061e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.648,0.025,0.648,0.05
2.106e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.651,0.025,0.651,0.05
2.1125e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.654,0.025,0.654,0.05
2.1191e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.657,0.025,0.657,0.05
2.1256e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.66,0.025,0.66,0.05
2.1322e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.663,0.025,0.663,0.05
2.1387e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.666,0.025,0.666,0.05
2.1453e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.669,0.025,0.669,0.05
2.1518e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.672,0.025,0.672,0.05
2.1584e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.675,0.025,0.675,0.05
2.1649e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.678,0.025,0.678,0.05
2.1715e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.681,0.025,0.681,0.05
2.178e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.684,0.025,0.684,0.05
2.1846e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.687,0.025,0.687,0.05
2.1911e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.69,0.025,0.69,0.05
2.1977e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.693,0.025,0.693,0.05
2.2042e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.696,0.025,0.696,0.05
2.2108e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.699,0.025,0.699,0.05
2.2618e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.702,0.025,0.702,0.05
2.335e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.705,0.025,0.705,0.05
2.4082e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.708,0.025,0.708,0.05
2.4814e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.711,0.025,0.711,0.05
2.5545e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.714,0.025,0.714,0.05
2.6277e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.717,0.025,0.717,0.05
2.7009e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.72,0.025,0.72,0.05
2.7741e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.723,0.025,0.723,0.05
2.8473e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.726,0.025,0.726,0.05
2.9205e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.729,0.025,0.729,0.05
2.9937e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.732,0.025,0.732,0.05
3.0669e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.735,0.025,0.735,0.05
3.1401e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.738,0.025,0.738,0.05
3.2133e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.741,0.025,0.741,0.05
3.2865e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.744,0.025,0.744,0.05
3.3597e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.747,0.025,0.747,0.05
3.4329e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.75,0.025,0.75,0.05
3.6052e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.753,0.025,0.753,0.05
3.7775e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.756,0.025,0.756,0.05
3.9498e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.759,0.025,0.759,0.05
4.1221e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.762,0.025,0.762,0.05
4.2945e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.765,0.025,0.765,0.05
4.4668e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.768,0.025,0.768,0.05
4.6391e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.771,0.025,0.771,0.05
4.8114e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.774,0.025,0.774,0.05
4.9837e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.777,0.025,0.777,0.05
5.156e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.78,0.025,0.78,0.05
5.3284e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.783,0.025,0.783,0.05
5.5007e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.786,0.025,0.786,0.05
5.673e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.789,0.025,0.789,0.05
5.8453e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.792,0.025,0.792,0.05
6.0176e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.795,0.025,0.795,0.05
6.19e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.798,0.025,0.798,0.05
6.3154e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.801,0.025,0.801,0.05
6.3471e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.804,0.025,0.804,0.05
6.3788e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.807,0.025,0.807,0.05
6.4105e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.81,0.025,0.81,0.05
6.4422e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.813,0.025,0.813,0.05
6.4739e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.816,0.025,0.816,0.05
6.5056e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.819,0.025,0.819,0.05
6.5373e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.822,0.025,0.822,0.05
6.569e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.825,0.025,0.825,0.05
6.6007e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.828,0.025,0.828,0.05
6.6324e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.831,0.025,0.831,0.05
6.6641e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.834,0.025,0.834,0.05
6.6958e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.837,0.025,0.837,0.05
6.7276e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.84,0.025,0.84,0.05
6.7593e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.843,0.025,0.843,0.05
6.791e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.846,0.025,0.846,0.05
6.8227e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.849,0.025,0.849,0.05
6.7392e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.852,0.025,0.852,0.05
6.598e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.855,0.025,0.855,0.05
6.4569e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.858,0.025,0.858,0.05
6.3158e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.861,0.025,0.861,0.05
6.1747e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.864,0.025,0.864,0.05
6.0335e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.867,0.025,0.867,0.05
5.8924e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.87,0.025,0.87,0.05
5.7513e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.873,0.025,0.873,0.05
5.6102e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.876,0.025,0.876,0.05
5.469e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.879,0.025,0.879,0.05
5.3279e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.882,0.025,0.882,0.05
5.1868e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.885,0.025,0.885,0.05
5.0457e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.888,0.025,0.888,0.05
4.9046e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.891,0.025,0.891,0.05
4.7634e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.894,0.025,0.894,0.05
4.6223e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.897,0.025,0.897,0.05
4.4812e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.9,0.025,0.9,0.05
4.3966e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.903,0.025,0.903,0.05
4.3121e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.906,0.025,0.906,0.05
4.2275e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.909,0.025,0.909,0.05
4.1429e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.912,0.025,0.912,0.05
4.0584e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.915,0.025,0.915,0.05
3.9738e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.918,0.025,0.918,0.05
3.8893e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.921,0.025,0.921,0.05
3.8047e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.924,0.025,0.924,0.05
3.7201e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.927,0.025,0.927,0.05
3.6356e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.93,0.025,0.93,0.05
3.551e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.933,0.025,0.933,0.05
3.4665e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.936,0.025,0.936,0.05
3.3819e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.939,0.025,0.939,0.05
3.2973e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.942,0.025,0.942,0.05
3.2128e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.945,0.025,0.945,0.05
3.1282e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.948,0.025,0.948,0.05
3.062e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.951,0.025,0.951,0.05
3.0325e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.954,0.025,0.954,0.05
3.0031e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.957,0.025,0.957,0.05
2.9736e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.96,0.025,0.96,0.05
2.9441e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.963,0.025,0.963,0.05
2.9146e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.966,0.025,0.966,0.05
2.8852e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.969,0.025,0.969,0.05
2.8557e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.972,0.025,0.972,0.05
2.8262e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.975,0.025,0.975,0.05
2.7967e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.978,0.025,0.978,0.05
2.7672e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.981,0.025,0.981,0.05
2.7378e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.984,0.025,0.984,0.05
2.7083e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.987,0.025,0.987,0.05
2.6788e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.99,0.025,0.99,0.05
2.6493e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.993,0.025,0.993,0.05
2.6199e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.996,0.025,0.996,0.05
2.5904e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,0.999,0.025,0.999,0.05
2.5806e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.002,0.025,1.002,0.05
2.5807e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.005,0.025,1.005,0.05
2.5807e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.008,0.025,1.008,0.05
2.5808e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.011,0.025,1.011,0.05
2.5809e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.014,0.025,1.014,0.05
2.5809e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.017,0.025,1.017,0.05
2.581e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.02,0.025,1.02,0.05
2.5811e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.023,0.025,1.023,0.05
2.5811e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.026,0.025,1.026,0.05
2.5812e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.029,0.025,1.029,0.05
2.5813e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.032,0.025,1.032,0.05
2.5813e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.035,0.025,1.035,0.05
2.5814e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.038,0.025,1.038,0.05
2.5815e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.041,0.025,1.041,0.05
2.5815e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.044,0.025,1.044,0.05
2.5816e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.047,0.025,1.047,0.05
2.5817e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.05,0.025,1.05,0.05
2.6513e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.053,0.025,1.053,0.05
2.7209e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.056,0.025,1.056,0.05
2.7905e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.059,0.025,1.059,0.05
2.8601e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.062,0.025,1.062,0.05
2.9297e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.065,0.025,1.065,0.05
2.9993e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.068,0.025,1.068,0.05
3.0689e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.071,0.025,1.071,0.05
3.1385e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.074,0.025,1.074,0.05
3.2081e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.077,0.025,1.077,0.05
3.2777e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.08,0.025,1.08,0.05
3.3473e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.083,0.025,1.083,0.05
3.4169e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.086,0.025,1.086,0.05
3.4865e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.089,0.025,1.089,0.05
3.5561e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.092,0.025,1.092,0.05
3.6257e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.095,0.025,1.095,0.05
3.6953e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.098,0.025,1.098,0.05
3.7595e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.101,0.025,1.101,0.05
3.813e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.104,0.025,1.104,0.05
3.8664e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.107,0.025,1.107,0.05
3.9199e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.11,0.025,1.11,0.05
3.9733e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.113,0.025,1.113,0.05
4.0267e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.116,0.025,1.116,0.05
4.0802e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.119,0.025,1.119,0.05
4.1336e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.122,0.025,1.122,0.05
4.187e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.125,0.025,1.125,0.05
4.2405e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.128,0.025,1.128,0.05
4.2939e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.131,0.025,1.131,0.05
4.3473e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.134,0.025,1.134,0.05
4.4008e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.137,0.025,1.137,0.05
4.4542e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.14,0.025,1.14,0.05
4.5076e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.143,0.025,1.143,0.05
4.5611e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.146,0.025,1.146,0.05
4.6145e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.149,0.025,1.149,0.05
4.6286e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.152,0.025,1.152,0.05
4.6229e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.155,0.025,1.155,0.05
4.6173e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.158,0.025,1.158,0.05
4.6116e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.161,0.025,1.161,0.05
4.606e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.164,0.025,1.164,0.05
4.6004e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.167,0.025,1.167,0.05
4.5947e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.17,0.025,1.17,0.05
4.5891e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.173,0.025,1.173,0.05
4.5834e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.176,0.025,1.176,0.05
4.5778e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.179,0.025,1.179,0.05
4.5722e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.182,0.025,1.182,0.05
4.5665e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.185,0.025,1.185,0.05
4.5609e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.188,0.025,1.188,0.05
4.5552e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.191,0.025,1.191,0.05
